10000291	Anglia Ruskin University 	(3) Biological Sciences 	First degree 	Q01 	0%	4%	7%	60%	30%	0	84%	90%	94%	199	272	 
10000291	Anglia Ruskin University 	(8) Computer Science 	First degree 	Q18 	0%	4%	7%	38%	51%	2	81%	89%	94%	129	165	 
10000291	Anglia Ruskin University 	(8) Computer Science 	First degree 	Q19 	3%	6%	12%	45%	34%	0	70%	79%	86%	131	165	 
10000291	Anglia Ruskin University 	(8) Computer Science 	First degree 	Q20 	3%	3%	14%	43%	37%	1	71%	80%	87%	130	165	 
10000291	Anglia Ruskin University 	(8) Computer Science 	First degree 	Q21 	2%	6%	12%	46%	34%	0	71%	80%	86%	131	165	 
10000291	Anglia Ruskin University 	(8) Computer Science 	First degree 	Q22 	5%	4%	10%	48%	34%	0	73%	82%	88%	131	165	 
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q01 	8%	4%	4%	62%	23%	0	64%	85%	94%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q02 	4%	4%	4%	81%	8%	0	69%	88%	96%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q03 	0%	4%	12%	52%	32%	1	63%	84%	94%	25	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q04 	4%	0%	23%	54%	19%	0	52%	73%	87%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q05 	4%	4%	15%	54%	23%	0	56%	77%	90%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q06 	4%	4%	27%	54%	12%	0	44%	65%	82%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q07 	4%	12%	15%	46%	23%	0	48%	69%	85%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q08 	4%	12%	15%	54%	15%	0	48%	69%	85%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q09 	8%	4%	20%	48%	20%	1	46%	68%	84%	25	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q10 	8%	4%	15%	46%	27%	0	52%	73%	87%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q11 	4%	12%	8%	35%	42%	0	56%	77%	90%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q12 	4%	12%	12%	48%	24%	1	50%	72%	87%	25	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q13 	0%	0%	12%	54%	35%	0	69%	88%	96%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q14 	0%	12%	23%	38%	27%	0	44%	65%	82%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q15 	12%	8%	27%	35%	19%	0	34%	54%	73%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q16 	4%	12%	8%	44%	32%	1	54%	76%	89%	25	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q17 	4%	0%	8%	58%	31%	0	69%	88%	96%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q18 	4%	23%	12%	42%	19%	0	41%	62%	79%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q19 	8%	0%	19%	54%	19%	0	52%	73%	87%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q20 	8%	0%	23%	42%	27%	0	48%	69%	85%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q21 	12%	4%	19%	46%	19%	0	44%	65%	82%	26	45	Y
10000533	Barnet and Southgate College 	(8) Computer Science 	Other undergraduate 	Q22 	12%	0%	4%	54%	31%	0	64%	85%	94%	26	45	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q01 	0%	3%	11%	55%	32%	0	71%	87%	95%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q02 	3%	3%	16%	53%	26%	0	62%	79%	90%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q03 	0%	3%	21%	39%	37%	0	59%	76%	88%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q04 	3%	3%	21%	47%	26%	0	56%	74%	86%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q05 	0%	5%	13%	47%	34%	0	65%	82%	91%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q06 	0%	5%	18%	32%	45%	0	59%	76%	88%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q07 	5%	8%	24%	37%	26%	0	46%	63%	78%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q08 	8%	11%	21%	39%	21%	0	43%	61%	76%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q09 	5%	11%	19%	43%	22%	1	47%	65%	79%	37	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q10 	3%	8%	13%	53%	24%	0	59%	76%	88%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q11 	0%	3%	5%	50%	42%	0	77%	92%	98%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q12 	5%	3%	18%	47%	26%	0	56%	74%	86%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q13 	0%	5%	16%	37%	42%	0	62%	79%	90%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q14 	8%	13%	21%	34%	24%	0	41%	58%	73%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q15 	16%	18%	16%	39%	11%	0	33%	50%	67%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q16 	13%	8%	13%	42%	24%	0	48%	66%	80%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q17 	5%	11%	13%	45%	26%	0	53%	71%	84%	38	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q18 	11%	17%	14%	39%	19%	2	41%	58%	74%	36	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q19 	3%	8%	11%	57%	22%	1	61%	78%	89%	37	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q20 	5%	3%	24%	49%	19%	1	50%	68%	81%	37	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q21 	3%	5%	22%	43%	27%	1	52%	70%	84%	37	58	Y
10000534	Barnfield College 	(8) Computer Science 	Other undergraduate 	Q22 	8%	13%	11%	42%	26%	0	51%	68%	82%	38	58	Y
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q01 	1%	3%	3%	58%	35%	0	82%	93%	97%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q02 	1%	2%	11%	38%	49%	0	75%	87%	94%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q03 	2%	0%	6%	42%	50%	0	81%	92%	97%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q04 	2%	1%	5%	33%	59%	0	81%	92%	97%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q05 	2%	11%	7%	29%	51%	0	68%	81%	89%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q06 	2%	1%	12%	40%	45%	0	72%	85%	92%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q07 	2%	9%	18%	41%	29%	0	56%	70%	81%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q08 	0%	2%	10%	46%	42%	0	76%	88%	94%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q09 	1%	14%	12%	49%	24%	0	59%	73%	83%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q10 	3%	7%	15%	40%	35%	0	61%	75%	85%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q11 	1%	3%	11%	44%	41%	0	73%	85%	93%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q12 	2%	11%	15%	36%	36%	0	58%	72%	82%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q13 	4%	5%	4%	44%	43%	0	75%	87%	94%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q14 	1%	13%	15%	40%	31%	1	57%	71%	82%	74	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q15 	3%	7%	5%	57%	27%	0	72%	85%	92%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q16 	5%	12%	7%	52%	24%	1	62%	76%	86%	74	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q17 	3%	2%	13%	38%	44%	0	70%	82%	90%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q18 	4%	4%	18%	50%	24%	7	60%	74%	85%	68	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q19 	5%	3%	15%	38%	38%	0	63%	76%	86%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q20 	2%	4%	15%	32%	46%	0	66%	79%	88%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q21 	2%	6%	13%	41%	38%	0	66%	79%	88%	75	98	 
10000571	Bath Spa University 	(3) Biological Sciences 	First degree 	Q22 	4%	1%	6%	44%	45%	0	78%	89%	95%	75	98	 
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q01 	0%	3%	0%	74%	23%	0	84%	97%	100%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q02 	3%	6%	6%	69%	17%	0	69%	86%	94%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q03 	3%	0%	3%	57%	37%	0	79%	94%	99%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q04 	0%	9%	11%	51%	29%	0	62%	80%	91%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q05 	3%	0%	6%	46%	46%	0	76%	91%	97%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q06 	6%	9%	3%	66%	17%	0	65%	83%	93%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q07 	9%	40%	17%	29%	6%	0	20%	34%	53%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q08 	0%	6%	14%	54%	26%	0	62%	80%	91%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q09 	0%	11%	23%	54%	11%	0	47%	66%	80%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q10 	3%	9%	6%	54%	29%	0	65%	83%	93%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q11 	0%	14%	11%	51%	23%	0	56%	74%	87%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q12 	0%	9%	24%	45%	21%	2	48%	67%	81%	33	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q13 	6%	6%	11%	51%	26%	0	59%	77%	89%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q14 	0%	11%	20%	49%	20%	0	50%	69%	83%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q15 	0%	20%	14%	46%	20%	0	47%	66%	80%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q16 	0%	17%	14%	43%	26%	0	50%	69%	83%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q17 	0%	9%	9%	49%	34%	0	65%	83%	93%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q18 	0%	11%	20%	49%	20%	0	50%	69%	83%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q19 	0%	6%	11%	46%	37%	0	65%	83%	93%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q20 	0%	0%	14%	29%	57%	0	69%	86%	94%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q21 	0%	6%	6%	51%	37%	0	72%	89%	96%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	First degree 	Q22 	0%	9%	9%	60%	23%	0	65%	83%	93%	35	42	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q01 	0%	7%	13%	53%	27%	0	61%	80%	91%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q02 	3%	0%	23%	63%	10%	0	54%	73%	87%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q03 	7%	10%	7%	43%	33%	0	57%	77%	89%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q04 	0%	20%	20%	53%	7%	0	41%	60%	77%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q05 	0%	10%	7%	47%	37%	0	64%	83%	93%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q06 	0%	10%	7%	50%	33%	0	64%	83%	93%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q07 	7%	17%	17%	43%	17%	0	41%	60%	77%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q08 	0%	10%	7%	47%	37%	0	64%	83%	93%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q09 	0%	7%	10%	47%	37%	0	64%	83%	93%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q10 	0%	13%	13%	43%	30%	0	54%	73%	87%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q11 	10%	3%	10%	43%	33%	0	57%	77%	89%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q12 	3%	7%	20%	40%	30%	0	50%	70%	84%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q13 	0%	20%	10%	47%	23%	0	50%	70%	84%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q14 	13%	20%	10%	33%	23%	0	37%	57%	74%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q15 	3%	27%	20%	30%	20%	0	32%	50%	68%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q16 	13%	20%	17%	27%	23%	0	32%	50%	68%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q17 	3%	3%	10%	37%	47%	0	64%	83%	93%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q18 	3%	3%	23%	43%	27%	0	50%	70%	84%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q19 	0%	0%	20%	57%	23%	0	61%	80%	91%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q20 	0%	3%	10%	53%	33%	0	68%	87%	95%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q21 	0%	0%	20%	60%	20%	0	61%	80%	91%	30	51	Y
10000721	Bishop Burton College 	(3) Biological Sciences 	Other undergraduate 	Q22 	3%	3%	13%	53%	27%	0	61%	80%	91%	30	51	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q01 	0%	12%	8%	56%	24%	1	59%	80%	92%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q02 	4%	4%	12%	36%	44%	1	59%	80%	92%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q03 	0%	0%	8%	52%	40%	1	73%	92%	98%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q04 	0%	0%	12%	46%	42%	0	69%	88%	96%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q05 	0%	17%	8%	54%	21%	2	53%	75%	89%	24	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q06 	0%	12%	8%	48%	32%	1	59%	80%	92%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q07 	13%	17%	25%	38%	8%	2	26%	46%	67%	24	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q08 	8%	4%	23%	46%	19%	0	44%	65%	82%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q09 	8%	16%	20%	36%	20%	1	35%	56%	75%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q10 	4%	4%	4%	64%	24%	1	68%	88%	96%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q11 	4%	4%	8%	46%	38%	0	64%	85%	94%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q12 	0%	8%	15%	46%	31%	0	56%	77%	90%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q13 	0%	0%	4%	27%	69%	0	79%	96%	99%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q14 	0%	12%	12%	32%	44%	1	54%	76%	89%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q15 	4%	4%	24%	40%	28%	1	46%	68%	84%	25	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q16 	19%	23%	19%	35%	4%	0	21%	38%	59%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q17 	15%	8%	19%	50%	8%	0	37%	58%	76%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q18 	8%	15%	15%	42%	19%	0	41%	62%	79%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q19 	0%	0%	19%	35%	46%	0	60%	81%	92%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q20 	0%	0%	8%	38%	54%	0	74%	92%	98%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q21 	0%	0%	12%	46%	42%	0	69%	88%	96%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	First degree 	Q22 	4%	0%	15%	58%	23%	0	60%	81%	92%	26	38	Y
10000747	Blackburn College 	(3) Biological Sciences 	Other undergraduate 	Q01 	0%	0%	15%	63%	22%	0	65%	85%	95%	27	29	 
10000747	Blackburn College 	(3) Biological Sciences 	Other undergraduate 	Q02 	0%	7%	11%	70%	11%	0	61%	81%	92%	27	29	 
